Date,Payee,Category,Memo,Outflow,Inflow
12/10/2017,Padaria Pão Caseiro,Alimentação: Comer em casa,,14.34,
08/10/2017,Padaria Pão Caseiro,Alimentação: Comer em casa,,6.02,
